account_id,user_id,account_type,provider,card_number,balance,currency,is_active,open_date
72,2,e-Wallet,Mycat,5602249053258384,3643.2018736221,USD,false,2023-09-23
73,86,Bank,Edgeclub,30130175392124,2249.1155741343,USD,false,2025-05-27
74,17,Card,Plambee,3585606428660204,4020.83256781,USD,true,2024-03-21
75,185,Card,Mudo,3570170302026369,1968.4331262451,USD,true,2019-08-22
76,99,Bank,Zoombeat,63047871698945976,2290.9828120986,USD,false,2022-06-10
77,129,Bank,Dabvine,3540896054332707,542.1084155095,USD,true,2017-07-28
78,88,Card,Quire,3553407503861793,3670.0796393713,USD,true,2015-01-11
79,10,e-Wallet,Photospace,5593562538147019,4529.1653119404,USD,true,2015-12-30
80,79,e-Wallet,Topicshots,67069997085729675,517.4788136601,USD,true,2024-07-05
81,192,e-Wallet,Trupe,6331108613609559,2093.2733887018,USD,true,2021-02-19
82,78,e-Wallet,Gigaclub,5429971086677535,466.3449855475,USD,true,2016-12-06
83,194,Card,Quaxo,3531501219512083,1064.547963699,USD,true,2020-02-26
84,181,Bank,Yacero,3539463797408352,1840.4719534548,USD,false,2024-10-02
85,5,Bank,Edgewire,4844650447269758,2858.7520628467,USD,true,2021-08-16
86,11,Card,Leexo,5602215002377674,3834.8811853704,USD,false,2024-03-03
87,55,e-Wallet,Vipe,63042774277736474,4341.4103698396,USD,true,2022-06-08
88,200,Card,Meezzy,5610439983484636,898.9540874963,USD,true,2021-09-09
89,123,Bank,Agivu,3551912324350944,3698.7940749524,USD,false,2022-12-04
90,121,Bank,Vinte,3588617514091300,4950.1214084915,USD,true,2018-03-16
91,74,e-Wallet,Realfire,6333128518874012872,1630.0735228662,USD,true,2016-03-29
92,127,e-Wallet,Gigabox,3551148218633117,1440.5810453004,USD,true,2019-06-12
93,88,Card,Jaloo,374622955000723,3773.6042576109,USD,false,2018-09-03
94,125,Bank,Eayo,3535266368120833,3236.1842229783,USD,true,2020-03-09
95,186,Bank,Browsecat,4405705054905531,847.9775484546,USD,false,2025-02-13
96,169,Card,Realmix,4911178591411814849,2782.4202928319,USD,true,2016-01-06
97,137,Card,Zoombeat,3557371389600715,4906.519676491,USD,true,2016-08-14
98,143,Card,Plambee,375160646829225,2876.6166707288,USD,false,2015-10-08
99,69,e-Wallet,Bubblemix,201486871058648,3681.275413442,USD,false,2017-02-16
100,15,Card,Rhynyx,374622121233158,561.7327329472,USD,true,2023-10-27
101,16,Card,Skiba,3538975035591286,2679.8221574476,USD,true,2023-03-13
102,111,Bank,Mydeo,3572639348754141,4346.1306133158,USD,true,2021-03-12
103,25,e-Wallet,Voolith,5474864065861366,3839.6990161324,USD,false,2022-03-15
104,17,Bank,Yadel,4911911917632167968,528.6784983216,USD,false,2017-06-05
105,37,Bank,Divanoodle,374622446652249,4555.0952664649,USD,false,2023-07-06
106,137,e-Wallet,Midel,3589281798209051,1792.9055769679,USD,true,2019-01-08
107,30,e-Wallet,Mynte,3543041844033813,4695.0015848083,USD,false,2021-03-06
108,10,Card,Shuffledrive,201783821755343,4123.3118455381,USD,true,2019-08-02
109,150,Card,Leenti,633343781697207966,361.9103892457,USD,false,2018-10-26
110,179,e-Wallet,Aimbo,3542191729912804,2602.9652637359,USD,true,2017-11-30
111,192,Card,Jaloo,5108756990500495,1730.9771506901,USD,false,2024-07-25
112,193,e-Wallet,Viva,3579874083467269,3346.0616869719,USD,true,2023-12-07
113,161,Card,Yata,30419255456523,2898.1848856398,USD,false,2022-07-05
114,11,e-Wallet,Topiclounge,676387670126446152,601.9802576815,USD,true,2015-06-30
115,7,e-Wallet,Skilith,3563681088458633,3519.072278151,USD,false,2016-02-12
116,177,Bank,Ntags,589347355001693631,2596.0401200119,USD,true,2018-09-07
117,143,Card,Wordtune,3574286756381187,4190.3078316347,USD,false,2021-11-09
118,194,Card,Yoveo,5002358771939450,3967.363064187,USD,true,2025-01-05
119,196,e-Wallet,Devshare,3552596751200893,954.606869784,USD,false,2017-08-31
120,48,e-Wallet,Agivu,3574733513552436,4665.8548449359,USD,false,2022-01-30
121,31,Bank,Eazzy,6709705564095052,383.6747231551,USD,true,2016-02-14
122,179,Card,Twimm,6334527296821423329,4937.0293004079,USD,false,2017-06-09
123,158,Bank,Jetpulse,3562505777626724,572.993941554,USD,false,2023-02-25
124,151,e-Wallet,Browsezoom,3529576134203095,1475.0510263082,USD,true,2023-12-04
125,181,Card,Livetube,3549121628799112,3423.9235229715,USD,true,2025-01-20
126,94,e-Wallet,Realcube,6387494939563081,375.3771235134,USD,true,2017-04-09
127,68,e-Wallet,Oloo,5610410211986239,3418.1255932047,USD,false,2020-10-18
128,35,e-Wallet,Jazzy,58933863805335016,4062.4602896967,USD,false,2025-09-05
129,142,Bank,Photofeed,5020674549697743,4720.1732081663,USD,true,2017-01-03
130,150,Bank,Yombu,372301928557885,3507.6964794867,USD,true,2021-06-26
131,71,e-Wallet,Youtags,6771107641263725,3758.6738264251,USD,false,2018-11-18
132,40,Bank,Edgeclub,67592425166776189,1059.4440417003,USD,false,2021-01-20
133,26,Bank,Babbleopia,4026794697233740,474.234529014,USD,true,2024-04-05
134,79,e-Wallet,Gigashots,3530681745069815,2319.7376378162,USD,true,2021-12-18
135,106,Bank,Yodo,5893530073778032,3312.1168564976,USD,true,2018-07-23
136,113,Bank,Eidel,633110679942857174,943.9813297975,USD,true,2023-03-11
137,105,e-Wallet,Flipstorm,3528024410333907,3548.2249944418,USD,false,2019-11-11
138,152,Card,Rhyloo,4905300129979821,4194.6441493376,USD,false,2023-01-25
139,16,e-Wallet,Fatz,3584148857667591,1555.6269217205,USD,true,2024-09-02
140,141,e-Wallet,Tagcat,490518029291879556,821.8169756128,USD,false,2015-12-08
141,86,Bank,Twitterworks,3561007920792777,326.763514927,USD,false,2020-11-01
142,93,e-Wallet,Jaxnation,5157728933899599,690.6907870986,USD,false,2017-04-06
143,83,Bank,Dynabox,5290029544755090,2070.2135478033,USD,false,2018-05-07
144,131,Card,Gabtune,5641827791122864,2887.3340679145,USD,false,2019-02-10
145,28,Card,Dabvine,3578182563757352,3301.8297329132,USD,true,2022-04-26
146,159,e-Wallet,Skyba,4913838961973295,528.5071361231,USD,false,2015-10-06
147,90,Card,DabZ,3580625613456538,419.9967618214,USD,true,2015-05-24
148,73,Bank,Meetz,3562401645074653,1645.8015987177,USD,false,2019-05-11
149,22,Bank,Kwilith,3578510277953166,3192.7803418341,USD,false,2025-05-02
150,69,Card,Dynava,5602226102965185,4411.8604098021,USD,true,2016-12-26
151,93,Card,Tagopia,3548275640933371,331.6458965832,USD,true,2015-04-23
152,108,Card,Oyope,5007661490711521,746.9445125657,USD,true,2024-02-20
153,76,e-Wallet,Kayveo,5602228036147724,2160.1502699173,USD,true,2017-08-09
154,14,Bank,Podcat,5108752444050096,2763.9880038277,USD,false,2015-02-05
155,97,Card,Twimm,5100143393698671,4925.461831254,USD,false,2021-06-26
156,58,e-Wallet,Izio,3552542345853904,4693.0856183392,USD,true,2024-01-13
157,193,Bank,Livetube,3579397511771235,3183.4178313152,USD,false,2017-08-26
158,100,Bank,Thoughtbeat,4936110401151724489,1707.5705222462,USD,true,2022-06-04
159,175,Bank,Jabberstorm,3589934388308663,3234.9786524135,USD,true,2016-03-18
160,67,Card,Tavu,3537513149655514,4393.071558624,USD,false,2022-10-02
161,131,e-Wallet,Jabbersphere,3542841457999080,274.9721131643,USD,false,2018-08-12
162,128,e-Wallet,Tekfly,3581691766378845,4005.4890865897,USD,false,2020-06-22
163,18,Card,Mudo,3554360001321373,3243.1522031305,USD,false,2022-09-20
164,193,Bank,Izio,374288259612272,335.0447172766,USD,false,2018-08-24
165,22,Card,Yacero,3568041638387144,296.9226857039,USD,true,2023-06-13
166,129,e-Wallet,Photobean,3557977675345763,1225.7060904357,USD,false,2017-12-11
167,38,Bank,Voonder,5002357142784322,4665.746481524,USD,false,2024-06-19
168,200,Bank,Innojam,3546884806006138,365.9228608023,USD,false,2022-03-20
169,122,Bank,Browsezoom,6331105175286149,2055.3415219361,USD,true,2023-09-02
170,19,Bank,Livepath,3562664358898697,4140.689940543,USD,true,2020-05-14
171,145,Bank,Dynabox,676734698462544314,2943.8438523151,USD,false,2022-05-22
172,10,e-Wallet,Quinu,201444157770402,1178.5316117896,USD,false,2022-04-15
173,193,Bank,Voolia,4041597041623,1882.6604110127,USD,true,2023-09-19
174,56,Card,Plajo,374622534396972,903.601203004,USD,true,2020-08-05
175,41,e-Wallet,Voonte,3535908732158748,3977.7481635288,USD,false,2025-10-19
176,177,Card,Shufflebeat,560222446664536984,2036.6672575305,USD,true,2022-11-20
177,120,Bank,Voonyx,201565683703291,4374.9023413083,USD,true,2023-02-07
178,134,Bank,Tagfeed,3588504887304116,1297.8576632485,USD,false,2023-02-21
179,197,Bank,Fliptune,3536037112323943,3342.8315011402,USD,false,2021-06-30
180,109,Card,Quatz,633437868200080266,3586.3954157734,USD,true,2018-08-30
181,53,e-Wallet,Zoomdog,36492509596745,3426.2974598619,USD,true,2020-05-04
182,11,Card,Camimbo,3575984426709162,3941.3507124399,USD,false,2019-05-30
183,54,e-Wallet,Riffpedia,372301130939418,1695.7495233794,USD,false,2019-09-26
184,6,Card,Ooba,3561535524871985,3774.7683946013,USD,false,2021-08-06
185,87,Card,Brainsphere,3549768966727061,3323.9617567456,USD,false,2018-08-23
186,35,Card,Camido,3557676849865066,4968.6023152503,USD,true,2022-01-19
187,26,e-Wallet,Realbuzz,5048372788539845,796.7810100512,USD,false,2022-01-22
188,188,e-Wallet,Fatz,4911615700289217214,4977.6809085848,USD,false,2020-02-22
189,81,Bank,Shufflebeat,4041379976897,3280.4513644574,USD,true,2018-08-09
190,45,Bank,Flashspan,5567261224642449,2384.1004114235,USD,false,2022-10-05
191,180,Card,Quamba,3528632230426014,3945.4352618634,USD,false,2018-09-23
192,124,Card,Tanoodle,3537117901499747,4568.3981966231,USD,false,2020-10-22
193,106,e-Wallet,Lazzy,3565791787310973,570.2179845049,USD,true,2020-03-25
194,54,Bank,Gabspot,5602248517387029,3043.4700966168,USD,true,2025-08-16
195,110,e-Wallet,Browsebug,3548997640136826,1572.245831701,USD,false,2017-07-26
196,194,Bank,Trilia,4917404941951087,3851.8050305422,USD,true,2018-08-09
197,145,Card,Divape,30253738699296,3272.8932257942,USD,false,2017-06-12
198,66,e-Wallet,Gabcube,3549440024944514,1723.4291024363,USD,false,2023-06-19
199,129,Card,Tagtune,4041598246144725,429.7337861801,USD,true,2020-04-04
200,148,Bank,Blogtags,3574480700046570,3336.2676481414,USD,false,2019-09-03
